MU: -3.050588e-01 7.329242e-01 1.279184e-01 2.306995e-01 3.996156e-01 
algo,mean,variance,S,tail
nv,7.588276e-01,7.583534e-02,5,3.000000e-02
gl,7.797849e-01,1.386447e+00,5,3.000000e-02
nv,7.592346e-01,7.562441e-02,5,3.000000e-02
gl,7.782833e-01,1.379743e+00,5,3.000000e-02
nv,7.594533e-01,7.554002e-02,5,3.000000e-02
gl,7.799393e-01,1.377201e+00,5,3.000000e-02
nv,7.589828e-01,7.555544e-02,5,3.000000e-02
gl,7.802578e-01,1.371929e+00,5,3.000000e-02
nv,7.595100e-01,7.538995e-02,5,3.000000e-02
gl,7.787792e-01,1.365214e+00,5,3.000000e-02
nv,7.597755e-01,7.533993e-02,5,3.000000e-02
gl,7.773180e-01,1.358707e+00,5,3.000000e-02
nv,7.597643e-01,7.526608e-02,5,3.000000e-02
gl,7.749196e-01,1.352701e+00,5,3.000000e-02
nv,7.595614e-01,7.519710e-02,5,3.000000e-02
gl,7.734657e-01,1.346405e+00,5,3.000000e-02
nv,7.601172e-01,7.507696e-02,5,3.000000e-02
gl,7.798894e-01,1.398208e+00,5,3.000000e-02
nv,7.598777e-01,7.506124e-02,5,3.000000e-02
gl,7.823560e-01,1.401922e+00,5,3.000000e-02
nv,7.595897e-01,7.516078e-02,5,3.000000e-02
gl,7.809324e-01,1.395408e+00,5,3.000000e-02
nv,7.588799e-01,7.534612e-02,5,3.000000e-02
gl,7.791691e-01,1.389307e+00,5,3.000000e-02
nv,7.580229e-01,7.546711e-02,5,3.000000e-02
gl,7.806647e-01,1.387902e+00,5,3.000000e-02
nv,7.581744e-01,7.529453e-02,5,3.000000e-02
gl,7.796673e-01,1.381859e+00,5,3.000000e-02
nv,7.575281e-01,7.532021e-02,5,3.000000e-02
gl,7.798960e-01,1.376368e+00,5,3.000000e-02
nv,7.565443e-01,7.556992e-02,5,3.000000e-02
gl,7.805776e-01,1.374925e+00,5,3.000000e-02
nv,7.554398e-01,7.607189e-02,5,3.000000e-02
gl,7.789565e-01,1.369134e+00,5,3.000000e-02
nv,7.552824e-01,7.592261e-02,5,3.000000e-02
gl,7.775373e-01,1.363159e+00,5,3.000000e-02
nv,7.554324e-01,7.584181e-02,5,3.000000e-02
gl,7.815960e-01,1.414529e+00,5,3.000000e-02
nv,7.547355e-01,7.592538e-02,5,3.000000e-02
gl,7.802071e-01,1.408273e+00,5,3.000000e-02
nv,7.542555e-01,7.605787e-02,5,3.000000e-02
gl,7.798827e-01,1.401887e+00,5,3.000000e-02
nv,7.537766e-01,7.603753e-02,5,3.000000e-02
gl,7.800014e-01,1.397916e+00,5,3.000000e-02
nv,7.529727e-01,7.630059e-02,5,3.000000e-02
gl,7.807003e-01,1.394627e+00,5,3.000000e-02
nv,7.531797e-01,7.622456e-02,5,3.000000e-02
gl,7.815448e-01,1.393704e+00,5,3.000000e-02
nv,7.533804e-01,7.613938e-02,5,3.000000e-02
gl,7.842875e-01,1.400638e+00,5,3.000000e-02
nv,7.534857e-01,7.604530e-02,5,3.000000e-02
gl,7.845694e-01,1.399870e+00,5,3.000000e-02
nv,7.529522e-01,7.614258e-02,5,3.000000e-02
gl,7.885153e-01,1.451324e+00,5,3.000000e-02
nv,7.526625e-01,7.618460e-02,5,3.000000e-02
gl,7.909438e-01,1.456596e+00,5,3.000000e-02
nv,7.523379e-01,7.625614e-02,5,3.000000e-02
gl,7.895192e-01,1.451064e+00,5,3.000000e-02
nv,7.524864e-01,7.624534e-02,5,3.000000e-02
gl,7.879557e-01,1.445377e+00,5,3.000000e-02
nv,7.531351e-01,7.619917e-02,5,3.000000e-02
gl,7.861834e-01,1.439563e+00,5,3.000000e-02
nv,7.527652e-01,7.629467e-02,5,3.000000e-02
gl,7.854888e-01,1.434475e+00,5,3.000000e-02
nv,7.526747e-01,7.659582e-02,5,3.000000e-02
gl,7.838148e-01,1.428797e+00,5,3.000000e-02
nv,7.527131e-01,7.649399e-02,5,3.000000e-02
gl,7.817317e-01,1.423210e+00,5,3.000000e-02
nv,7.526700e-01,7.658494e-02,5,3.000000e-02
gl,7.827308e-01,1.423835e+00,5,3.000000e-02
nv,7.520036e-01,7.691180e-02,5,3.000000e-02
gl,7.833651e-01,1.427205e+00,5,3.000000e-02
nv,7.516657e-01,7.694494e-02,5,3.000000e-02
gl,7.847160e-01,1.430468e+00,5,3.000000e-02
nv,7.517252e-01,7.683052e-02,5,3.000000e-02
gl,7.843607e-01,1.426690e+00,5,3.000000e-02
nv,7.514261e-01,7.702500e-02,5,3.000000e-02
gl,7.832383e-01,1.421631e+00,5,3.000000e-02
nv,7.511835e-01,7.691804e-02,5,3.000000e-02
gl,7.817301e-01,1.415810e+00,5,3.000000e-02
nv,7.515259e-01,7.699604e-02,5,3.000000e-02
gl,7.805597e-01,1.410518e+00,5,3.000000e-02
nv,7.512654e-01,7.691392e-02,5,3.000000e-02
gl,7.797386e-01,1.405056e+00,5,3.000000e-02
nv,7.514936e-01,7.684795e-02,5,3.000000e-02
gl,7.790925e-01,1.400413e+00,5,3.000000e-02
nv,7.518032e-01,7.675002e-02,5,3.000000e-02
gl,7.779099e-01,1.394978e+00,5,3.000000e-02
nv,7.520176e-01,7.669764e-02,5,3.000000e-02
gl,7.768615e-01,1.389943e+00,5,3.000000e-02
nv,7.523656e-01,7.662405e-02,5,3.000000e-02
gl,7.764834e-01,1.385182e+00,5,3.000000e-02
nv,7.526489e-01,7.647022e-02,5,3.000000e-02
gl,7.760913e-01,1.380703e+00,5,3.000000e-02
nv,7.530800e-01,7.635407e-02,5,3.000000e-02
gl,7.758684e-01,1.377669e+00,5,3.000000e-02
nv,7.532217e-01,7.614111e-02,5,3.000000e-02
gl,7.749071e-01,1.373200e+00,5,3.000000e-02
nv,7.532471e-01,7.607723e-02,5,3.000000e-02
gl,7.734731e-01,1.368102e+00,5,3.000000e-02
nv,7.525045e-01,7.627709e-02,5,3.000000e-02
gl,7.729103e-01,1.363622e+00,5,3.000000e-02
nv,7.523117e-01,7.630653e-02,5,3.000000e-02
gl,7.718336e-01,1.359169e+00,5,3.000000e-02
nv,7.521054e-01,7.640628e-02,5,3.000000e-02
gl,7.704632e-01,1.354178e+00,5,3.000000e-02
nv,7.516142e-01,7.642618e-02,5,3.000000e-02
